城市,省份,板块,维度,状态,条件说明,来源名称/链接,来源日期
乌鲁木齐,新疆维吾尔自治区,提取,购房一次性提取,支持,本人及配偶购房可一次或分次提取账户余额，累计不超所购房屋产权份额价款；新房自网签备案2年内、再交易房自取得不动产权证2年内办理。,,
乌鲁木齐,新疆维吾尔自治区,提取,租房提取限额,支持,2026年1月4日起，普通缴存职工租房提取上限2500元/月；多子女家庭按租赁备案合同实际房租提取、每月不超5000元；此前为2000元和3000元/月。,,
乌鲁木齐,新疆维吾尔自治区,提取,多孩租房上浮,支持,多子女家庭租房提取按实际房租据实提取、每月不超5000元，为普通职工2500元/月限额的2倍；调整前为3000元/月（普通2000元/月）。,,
乌鲁木齐,新疆维吾尔自治区,提取,加装电梯提取,支持,既有多层住宅加装电梯竣工验收后2年内可提取1次，本人及配偶合计不超个人实际出资额；2026年1月起老旧小区水电气暖更新、老旧电梯更新改造也可提取。,,
乌鲁木齐,新疆维吾尔自治区,提取,车位购置提取,支持,2026年7月23日起，购买本市新建商品房配套车库（位）并签购置合同，自商品房买卖合同签订之日起2年内可提取一次，单人最高10万元，直划开发商对公账户。,,
乌鲁木齐,新疆维吾尔自治区,提取,大病救助提取,支持,家庭成员患重大疾病可提取支付医疗费，病种参照中国职工保险互助会35种重大疾病目录；额度不超结算凭证中个人支付金额，须在结算后6个月内申请。,,
乌鲁木齐,新疆维吾尔自治区,提取,既提又贷,有条件支持,须保留所申请贷款金额÷存贷倍数（普通家庭首套17倍、二套15倍，多子女家庭20倍）的账户余额 购房提取后仍可申请公积金贷款，但账户须保留贷款额÷存贷倍数对应余额；不贷款者提取后至少留1000元。最高贷款120万元，可贷额度为余额40倍。,,
乌鲁木齐,新疆维吾尔自治区,提取,首付直付,支持,购买新建商品房可提取本人及配偶余额支付首付款，提取额不超合同约定的首付款金额；资金由中心直接划入开发企业预售资金监管账户，无需先垫后提。,,
乌鲁木齐,新疆维吾尔自治区,提取,代际互助,支持,购买疆内新建商品房、再交易住房可按产权比例全额提取配偶、父母、子女公积金付房款；偿还疆内公积金贷款及按月对冲也可全额签约提取父母、子女公积金。,,
乌鲁木齐,新疆维吾尔自治区,提取,按月冲还商贷,有条件支持,目前仅支持疆内建设银行商业住房贷款办理此项按月提取业务，其他商业银行另行通知 乌鲁木齐住房公积金管理中心自2024年11月22日起开通缴存职工按月提取住房公积金偿还商业住房贷款业务（按月对冲还贷），签订协议后次月起执行，按月从公积金账户划转冲还商贷月还款额。目前仅疆内建设银行住房贷款可办，其余银行另行通知；须账户正常缴存、各自留存3个月缴存额。,,
乌鲁木齐,新疆维吾尔自治区,提取,物业费提取,支持,限乌鲁木齐市区域内自住住房。缴存职工每自然年度可提取1次；家庭拥有2套及以上自住住房的，职工及配偶可各自提取1次，同一套住房一个年度内只支持1次。额度=房屋建筑面积×物业服务收费标准(0.5~2.2元/㎡)×12个月，以物业缴费凭证按实际支付金额提取，每套每年最高3000元。须房屋所有权人或配偶为本中心缴存职工、无未结清公积金贷款或贴息贷款、未签约按月提取协议。线上线下均可办。,,
乌鲁木齐,新疆维吾尔自治区,提取,住房装修提取,不支持,现行可提取用途为购房、偿还住房贷款本息、支付购房契税、租房、老旧小区改造、物业费、新建商品房配套车位、住宅专项维修资金，装修与取暖费未纳入。中心归集管理科负责人公开答复：装修和取暖费暂未纳入提取范围。住房类仍仅限购买、建造、翻建、大修自住住房，大修须危房鉴定。新条例9月20日施行后是否出台装修细则待观察。,,
乌鲁木齐,新疆维吾尔自治区,缴存-灵活就业,支持,,乌鲁木齐灵活就业人员缴存使用住房公积金实施细则,https://www.wlmq.gov.cn/wlmqs/c123412/202508/f5d77ef304164ec396a0f0e7789e4c74.shtml,2025-07-22
乌鲁木齐,新疆维吾尔自治区,缴存-缓缴,支持,单位缴存住房公积金确有困难的，经职代会或工会讨论通过，报管委会或授权中心批准后可缓缴，期限最长一般不超一年。,新疆维吾尔自治区住房公积金归集业务规范（自治区住建厅）,https://zjt.xinjiang.gov.cn/xjzjt/c114752/202308/6b1364bc27454aac95d125e0c3348b15.shtml,2023-08
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,单双职工额度差异,支持,单职工缴存最高70万元、夫妻双方缴存最高100万元（2025年上限上调至120万元）,http://jshbj.xjbt.gov.cn/c/2019-02-25/7213345.shtml,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,首套二套额度差异,不支持,首次、第二次申请最高贷款额度相同（均120万元），仅二套贷款利率上浮,https://xjgjj.xjjs.gov.cn/info/1222/6561.htm,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,绿色建筑上浮,支持,购买绿色装配式建筑额度最高上浮20%（达144万元）,https://xjgjj.xjjs.gov.cn/info/1179/22826.htm,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,二孩家庭上浮,支持,多子女家庭（至少一名子女未满18岁）在疆内购房额度上浮20%,https://www.xjbtgjj.com/xxgk/tzgg/content_789,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,三孩家庭上浮,支持,多子女家庭（含三孩及以上）购房额度上浮20%,https://www.xjbtgjj.com/xxgk/tzgg/content_789,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,人才青年上浮,支持,引进人才等符合政策可上浮，2025年阶段性政策多子女及兵团辖区购房上浮20%,https://www.xjbtgjj.com/xxgk/tzgg/content_789,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,家庭共享额度代际互助,支持,可全额提取配偶、父母、子女公积金用于支付购房款,https://xjgjj.xjjs.gov.cn/info/1179/22826.htm,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,商转公,支持,已与26家商业银行签订商转公协议，可办理商业贷款转公积金贷款,https://xjgjj.xjjs.gov.cn/info/1179/22826.htm,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,贷款,最长贷龄30年,支持,贷款期限最长不超过30年，且不超过法定退休后5年,https://xjgjj.xjjs.gov.cn/info/1179/22826.htm,政府网站
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,购房一次性提取,支持,购买新建商品房自合同备案（无备案以签订日）起2年内、每年可提取一次；本人及配偶累计不超所购房屋价格，房屋用途须为住宅，资金转入售房单位监管账户。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,租房提取限额,支持,缴存地无自有住房且租房、连续足额缴存满3个月，可按月/季/半年/年提取；一年累计不超24000元（夫妻合并计算），租住公租房按实际房租全额提取。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,多孩租房上浮,支持,多子女家庭（至少一名子女未满18岁）一年累计提取上限30000元，较普通家庭24000元上浮25%；需提供两名子女的出生证明或户口簿等亲属关系材料。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,加装电梯提取,支持,既有住宅加装电梯，产权人及配偶、子女及配偶、双方父母均可提取，金额不大于个人实际出资额（不含运行维护费、扣政府奖补），竣工验收后2年内提取一次。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,车位购置提取,不支持,兵团现行提取范围仅8类，不含购买车位/车库；办法明确购买、建造、翻建、大修非住宅用房不予提取，房屋用途非住宅的购房提取也不予办理。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,大病救助提取,未确认,兵团2025年提取办法列举的9类情形未含重大疾病，仅突发事件致生活严重困难或享低保可提取；兵团住建局网站2019年旧版指南曾有大病提取，是否延续未确认。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,既提又贷,未确认,兵团提取办法与贷款办法均未明确先提后贷条款；贷款办法仅要求已交付规定比例首付款，按账户余额20倍计可贷额度，提取后再贷款能否办理未找到官方口径。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,首付直付,支持,购买新建商品房提取的资金直接转入售房单位资金监管账户，无需职工先行垫付；累计提取额不超所购房屋价格，需提供售房单位账户证明（合同已载明的免提供）。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,代际互助,支持,购买新建商品房、二手房可提取本人及配偶余额为父母或子女支付购房款；加装电梯可提取子女及配偶、双方父母公积金；非家庭关系共同购房仅允许一方提取。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,按月冲还商贷,支持,新疆生产建设兵团住房公积金中心办理'逐月提取住房公积金支付商业性个人住房贷款'业务，职工签订委托提取协议后，中心逐月将其公积金账户余额划转用于偿还商贷本息。石河子为第八师，适用兵团中心政策。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,物业费提取,不支持,石河子为新疆生产建设兵团第八师师部所在地，公积金由兵团住房公积金管理中心第八师管理分中心（原农八师分中心）经办，执行兵团统一办法，未检索到独立市级细则。《新疆生产建设兵团住房公积金提取管理办法》第七条列举9项提取情形，住房消费类仅含购买建造翻建大修自住住房、偿还购房贷款本息、无房职工租房、既有住宅加装电梯，不含支付物业费。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,提取,住房装修提取,不支持,兵团办法第七条不含普通装修，住房类仅购买、建造、翻建、大修具有自有产权的自住住房；大修须提供房屋所有权证或不动产权证书、房屋危险性鉴定为C级或D级的《房屋安全鉴定报告》及费用发票。既有住宅加装电梯可按个人实际出资额（扣除政府奖补）提取一次，不等同于全屋装修。未检索到第八师石河子市单独的装修提取政策。,,
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,缴存-灵活就业,支持,,新疆住房公积金—《自治区灵活就业人员参加住房公积金制度政策指引(试行)》相关报道（工人日报）,https://xjgjj.xjjs.gov.cn/info/1049/25949.htm,2026-03
石河子,新疆维吾尔自治区（新疆生产建设兵团第八师）,缴存-缓缴,支持,,新疆维吾尔自治区住房和城乡建设厅—《新疆维吾尔自治区住房公积金归集业务规范》,https://zjt.xinjiang.gov.cn/xjzjt/c114752/202308/6b1364bc27454aac95d125e0c3348b15.shtml,2023-08
